location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes
524,2,AK,Alaska,SchoolClose,1,1,20200313,20200316,,,,"First issuance is schools staying closed until March 30 (i.e., extending spring break), issued 20200313 https://www.alaskapublic.org/2020/03/13/governor-says-all-k-12-students-in-alaska-to-attend-no-contact-school-until-march-30/ ...all public and private schools closed on 20200320 https://gov.alaska.gov/wp-content/uploads/sites/2/03202020-SOA-COVID-19-Health-Mandate-008.pdf, extended to end of the school year",https://gov.alaska.gov/home/covid19-healthmandates/,20200426,Removed DateExpiry as ends of academic year varies among public and private schools
524,2,AK,Alaska,OtherBusinessClose,1,1,20200316,20200317,,20200424,20200522,"All libraries, archives, and museums to be closed March 17-31. Extensions and expansions, including one on 20200409, removed expiry date. 20200422 executive order began easing of restrictions conditional on meeting extensive health safety guidelines https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03.16.20-COVID-19-Health-Mandate-002.pdf,20200524,Updated DateEnded to 20200522
524,2,AK,Alaska,RestaurantRestrict,1,1,20200317,20200318,,20200424,20200522,"Limited operations required: restaurants, bars, breweries, food trucks, self-service dining.  Further easing as part of Phase II on 20200508. ",https://gov.alaska.gov/wp-content/uploads/sites/2/03172020-SOA-COVID-19-Health-Mandate-003.pdf,20200525,Updated DateEnded to 20200522
524,2,AK,Alaska,StayAtHome,1,0,20200320,20200322,20200331,,,"Only applicable to Anchorage. Enacted at 10 pm on 20200322, was effectively replaced by the statewide StayAtHome order on 20200328.",https://www.muni.org/departments/mayor/pressreleases/documents/eo-03.pdf,20200329,Added Anchorage only StayAtHome
524,2,AK,Alaska,GathRestrict10,1,1,20200323,20200324,,,20200424,"Issued 20200323, in effect on 20200324. Ended on 20200424 with new mandate that bans gathering no more than 20.",https://gov.alaska.gov/home/covid19-healthmandates/,20200426,Removed DateExpiry as 20200409 update removed expiry. Added 20200424 as DateEnded as this was replaced with a different gathering restriction
524,2,AK,Alaska,GathRestrictAny,1,1,20200323,20200324,,20200522,,"Issued 20200323, in effect on 20200324. A 20200409 update to the social distancing mandates removed the expiry date of 20200421. Eased on 20200522 to recommendation https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf",https://gov.alaska.gov/home/covid19-healthmandates/,20200606,Updated DateEased to 20200522
524,2,AK,Alaska,OtherBusinessClose,1,1,20200323,20200324,,20200424,20200522,"Closure required: hair salons, day spas, nail salons, barber shops, tattoo shops, body piercings, massage therapy, tanning. 20200409 update removed expiry of 20200421. Limited operations allowed starting 20200424 conditional on meeting health and safety mandates: https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf  Eased for indoor entertainment centers on 20200508 and for gyms and fitness centers on 20200507. ",https://gov.alaska.gov/home/covid19-healthmandates/,20200524,Updated DateEnded to 20200522
524,2,AK,Alaska,Quarantine,1,1,20200323,20200325,20200606,,,Mandates 14 day quarantine for all people arriving in Alaska from anywhere else. A 20200424 health order extends this without any expiry https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf  A 20200601 health order extends it to 20200606 https://covid19.alaska.gov/wp-content/uploads/2020/06/06012020-COVID-MANDATE-010.pdf,https://gov.alaska.gov/home/covid19-healthmandates/,20200604,Updated DateExpiry 
524,2,AK,Alaska,NEBusinessClose,1,1,20200327,20200328,,20200424,20200522,In effect as of 5 pm on 20200328. The 20200424 order allows non-essential businesses to re-open to in-person services conditional on meeting health and safety mandates https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,https://content.govdelivery.com/accounts/AKDHSS/bulletins/283a713,20200524,Updated DateEnded to 20200522
524,2,AK,Alaska,StayAtHome,1,1,20200327,20200328,,,20200424,"In effect as of 5 pm on 20200328. The 20200424 order indicates the following (quote) Individuals are no longer required to stay home as previously required (quote), effectively ending the order. https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",https://content.govdelivery.com/accounts/AKDHSS/bulletins/283a713,20200426,Removed DateExpiry as 20200409 update removed expiry. Added 20200424 as DateEnded as 20200424 order indicates individuals are no longer required to stay at home
524,2,AK,Alaska,TravelRestrictIntra,1,1,20200327,20200328,,20200424,,Travel between communities banned unless for critical personal or infastructure needs. A 20200409 update to health order removed initial expiry. The 20200424 order eased intra-state restrictions https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf ,https://gov.alaska.gov/newsroom/2020/03/27/governor-issues-covid-19-health-mandates-on-social-distancing-limiting-intrastate-travel-2/,20200426,Removed DateExpiry as 20200409 update removed expiry. Added 20200424 as DateEased
524,2,AK,Alaska,PublicMask,0,1,20200403,20200403,,,,"Highly recommended for all Alaskans: wear a cloth face covering in public settings where other social distancing measures are difficult to maintain. On 20200424, strengthened phrasing, (quote) In all gatherings that include multiple households, cloth face coverings should be worn by all participants (quote): https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",http://dhss.alaska.gov/dph/Epi/id/SiteAssets/Pages/HumanCoV/SOA_04032020_HealthAlert010_ClothFaceCoverings.pdf,20200426,
524,2,AK,Alaska,CaseIsolation,1,1,20200424,20200424,,,,"(quote) Any family member who is ill with COVID-19 must be immediately isolated in their home or permitted place of residence of isolation (quote). Details how people who exhibit symptoms of COVID-19 must not leave their dwelling within 72 hours of their last fever, and then individuals who have known exposure to indivduals who tested positive for COVID-19 shall self-quarantine for 14 days following the last exposure. Also refers to CDC guidelines https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/index.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fhcp%2Fguidance-prevent-spread.html",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200426,
524,2,AK,Alaska,GathRestrict25,1,1,20200424,20200424,,20200508,,"No gathering larger than 20 people is allowed, which includes the minimum number of necessary personnel to facilitate the event, or 25 percent maximum occupancy (whichever is smaller). Gatherings including non-household members, cloth face coverings must be worn, whenver possible. Also applies to religious gatherings.",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200511,
524,2,AK,Alaska,GathRestrict50,1,1,20200507,20200508,,20200522,,Part ii of recovery phase includes prohibition on gatherings of 50 or more. Eased on 20200522 to recommendation https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf,https://covid19.alaska.gov/wp-content/uploads/2020/05/Phased-Reopen-Doc.pdf,20200606,Updated DateEased to 20200522
524,2,AK,Alaska,GathRecomAny,0,1,20200519,20200522,,,,Any proposed large public gatherings such as festivals and concerts need to consult first with public health before scheduling.,https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf,20200606,
525,4,AZ,Arizona,EmergDec,1,1,20200311,20200311,,,,Emergency Declaration/Public Health Emergency,https://azgovernor.gov/sites/default/files/declaraton_0.pdf,20200324,
525,4,AZ,Arizona,SchoolClose,1,1,20200315,20200316,,,,Public school closure. Statewide closure of all schools as of 20200320. Extended to the end of the academic year on 20200330 https://azgovernor.gov/governor/news/2020/03/governor-ducey-superintendent-hoffman-announce-extension-school-closures,https://azgovernor.gov/governor/news/2020/03/governor-doug-ducey-and-superintendent-kathy-hoffman-announce-closure-arizona,20200505,Removed DateExpiry as it is extended through the end of the academic year
525,4,AZ,Arizona,OtherBusinessClose,1,0,20200319,20200320,,,,"Closure required: movie theaters, indoor gyms, fitness clubs, bars. In effect at close of business on 20200320. Only applicable to counties with confirmed COVID-19",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20200510,Removed DateEased from this entry
525,4,AZ,Arizona,RestaurantRestrict,1,0,20200319,20200320,,,,"Limited operations required: restaurants, bars (for places in counties with COVID19), to be enacted on 20200320. Eased restrictions starting on 20200511 https://azgovernor.gov/file/34745/download?token=kz_fRE5B",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20200510,Removed DateEased from this entry
525,4,AZ,Arizona,GathRestrictAny,1,1,20200330,20200331,20200516,,20200516,First gathering restriction activated with stay-at-home order. Extended to 20200516 https://azgovernor.gov/file/34712/download?token=aWa7Jw6L. Ended on 20200516 https://azgovernor.gov/file/34817/download?token=9X8aggcf (shall maximize physical distance has now become should),"https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200512,Added DateEnded of 20200516
525,4,AZ,Arizona,OtherBusinessClose,1,1,20200330,20200331,,20200504,,"Via stay-at-home order, earlier business closures became applicable to all counties and additional ones occurred (i.e., in-person retail, close contact personal services). Easing began on 20200504, allowing retailers to have curbside pick up https://azgovernor.gov/file/34712/download?token=aWa7Jw6L . Further easing on 20200516 allowing businesses to reopen subject to guidelines: https://azgovernor.gov/file/34817/download?token=9X8aggcf","https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200512,Updated with further easing in policy notes
525,4,AZ,Arizona,RestaurantRestrict,1,1,20200330,20200331,,20200511,,"Via stay-at-home order, restaurant operations became limited to delivery, takeout etc for all counties. Easing began on 20200511 https://azgovernor.gov/file/34745/download?token=kz_fRE5B","https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200510,
525,4,AZ,Arizona,StayAtHome,1,1,20200330,20200331,20200516,,20200516,Extended stay-at-home to 20200516 https://azgovernor.gov/file/34712/download?token=aWa7Jw6L . StayAtHome ends on 20200516 https://azgovernor.gov/file/34817/download?token=9X8aggcf as only vulnerable individuals are now urged to stay at home,"https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200512,Updated DateEnded to 20200516
525,4,AZ,Arizona,Quarantine,1,1,20200407,20200409,,,,"Quaranatine on any individuals entering Arizona from NY, NJ, CT as point of travel origin. Quarantine is 14 days long with exceptions for essential service providers",https://azgovernor.gov/sites/default/files/eo-2020-24.pdf,20200408,Added clarifying language in PolicyNotes regarding quarantine summary
526,5,AR,Arkansas,EmergDec,1,1,20200311,20200311,20200619,,,Public Health Emergency. Extended on 20200505.,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-03.__1.pdf,20200324,
526,5,AR,Arkansas,SchoolClose,1,1,20200315,20200317,,,,Initial closure in effect 20200317. On 20200406 order that all public schools to remain closed through remainder of academic year https://governor.arkansas.gov/news-media/press-releases/governor-hutchinson-announces-all-schools-to-remain-closed-for-remainder-of,http://adecm.arkansas.gov/ViewApprovedMemo.aspx?id=4328,20200419,Closure of public schools extended to end of academic year on 20200406. FOR CHECKER: unclear where the 20200527 date comes from for expiry unless this is the univeral end date for public schools in Arkansas (no documentation provided for this)
526,5,AR,Arkansas,OtherBusinessClose,1,1,20200316,20200317,,20200518,,"Directive to close casinos. On 20200404 extended with no expiry https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-13._.pdf, closure announced in May 7 presser of governor.",https://www.healthy.arkansas.gov/images/uploads/pdf/ADH_Casinos_Directive.pdf,20200606,Added DateEased of 20200518
526,5,AR,Arkansas,OtherBusinessClose,1,1,20200319,20200319,,20200504,,"Closure required: gyms, indoor entertainment avenues. Gyms and fitness centers can re-open on 20200504, but only under very strict protocols and guidelines https://www.healthy.arkansas.gov/images/uploads/pdf/GymFitnessCenterResumeDraft4.29.20.pdf",https://www.healthy.arkansas.gov/images/uploads/pdf/Directive_03.19.2020_final.pdf,20200501,Added DateEased of 20200504
526,5,AR,Arkansas,RestaurantRestrict,1,1,20200319,20200319,,20200511,,Limited operations required: restaurants and bars. Limited operations can begin on 20200511 https://www.healthy.arkansas.gov/images/uploads/pdf/Resume_Restaurant_Dine_In_May_11_directive_FINAL.pdf,https://www.healthy.arkansas.gov/images/uploads/pdf/Directive_03.19.2020_final.pdf,20200501,Added DateEased of 20200511
526,5,AR,Arkansas,OtherBusinessClose,1,1,20200323,20200325,,20200506,,"Closure required: Barbers, Body Art Establishments, Body Art Schools, Cosmetology Establishments and Massage Therapy Clinics/Spas, and Medical Spas https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-25._._.pdf",https://www.healthy.arkansas.gov/images/uploads/pdf/Barber_Body_Art_Cosmetology_Massage_Therapy_Medical_Spas_Schools_FINAL.pdf,20200506,Added DateEased of 20200506
526,5,AR,Arkansas,GathRestrict10,1,1,20200326,20200327,,,20200601,No expiry issued yet. Extended on 20200406 https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-13._.pdf Ended on 20200601 https://www.healthy.arkansas.gov/images/uploads/pdf/directive__team_sports__.pdf,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-10._.pdf,20200606,Added DateEnded of 20200601
526,5,AR,Arkansas,GathRestrictAny,1,1,20200326,20200327,,20200601,,No expiry issued yet. Extended on 20200406 https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-13._.pdf  Eased on 20200601 https://www.healthy.arkansas.gov/images/uploads/pdf/directive__team_sports__.pdf,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-10._.pdf,20200606,Added DateEased of 20200601
526,5,AR,Arkansas,Quarantine,0,1,20200330,20200330,,,,"Travelers from New York, New Jersey, Connecticut, and New Orleans, Lousiana and all international locations are recommended to self-quarantine for 14 days",https://www.healthy.arkansas.gov/images/uploads/pdf/NY-NJ-CT-NO-Intl_Self_Home_Quarantine.final.3.30.20.pdf,20200505,
526,5,AR,Arkansas,PublicMask,0,1,20200423,20200423,,,,"Everyone should wear a face covering, or mask, in public. Recommendation issued by Department of Health",https://www.healthy.arkansas.gov/images/uploads/pdf/Face_covering.pdf,20200501,
526,5,AR,Arkansas,Quarantine,1,1,20200508,20200508,,,,(quote) A 14-day self-quarantine is required for travelers entering Arkansas who have visited an international location or an area of high community transmission in the United States in the previous 14 days. (quote),https://www.healthy.arkansas.gov/images/uploads/pdf/business_limitations_directive.pdf,20200511,
526,5,AR,Arkansas,GathRecomAny,0,1,20200601,20200601,,,,Recommendation not to have mass gatherings so that community and school-based sporting events can happen.,https://www.healthy.arkansas.gov/images/uploads/pdf/directive__team_sports__.pdf,20200606,
527,6,CA,California,EmergDec,1,1,20200304,20200304,,,,State of Emergency proclamation. No clear epxiry provided.,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.4.20-Coronavirus-SOE-Proclamation.pdf,20200324,
527,6,CA,California,GathRestrict250,1,1,20200311,20200311,,,,California Department of Public Health issued policy banning gatherings of 250 or more. ,https://www.gov.ca.gov/2020/03/11/california-public-health-experts-mass-gatherings-should-be-postponed-or-canceled-statewide-to-slow-the-spread-of-covid-19/,20200411,Updated source (link dead)
527,6,CA,California,GathRestrictAny,1,1,20200311,20200311,,,,,https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/Gathering_Guidance_03.11.20.pdf,20200411,Updated source (link dead)
527,6,CA,California,SchoolClose,0,0,20200313,20200313,,,,"Local school closures only (according to NGA). From KFF (quote) While the CA governor has not officially mandated the statewide closure of schools, the state's mandatory quarantine order effectively closes all schools. (quote) Not currently coding as school closure mandate since a separate mandate did not occur. ",https://www.gov.ca.gov/wp-content/uploads/2020/03/3.13.20-EO-N-26-20-Schools.pdf,20200409,Updated mandate status and added enacted date based on EO 
527,6,CA,California,OtherBusinessClose,0,1,20200316,20200316,,,,"(quote) Gyms, health clubs, and theaters should be closed (quote). Coded as a recommendation from the CDPH",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/CDPHGuidanceforthePreventionofCOVID19TransmissionforGatherings.aspx,20200519,
527,6,CA,California,RestaurantRestrict,0,1,20200316,20200316,,,,"Limited operations recommended: bars, wineries, nightclubs and brewpubs",https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/COVID-19/Coronavirus%20Disease%202019%20and%20Food%20Beverage%20Other%20Services%20-%20AOL.pdf,20200420,Updated DateIssued and DateEnacted to 20200316 (was originally 20200315). Updated Mandate to 0 as re-review of order indicates guidelines not as a mandate
527,6,CA,California,NEBusinessClose,1,1,20200319,20200319,,20200508,,"Easing of certain businesses under Stage 2 Reopening: retail (curbside and pick-up), manufacturing, offices, select services (carwash, pet grooming, landscape gardening), outdoor museums and open gallery places. https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/COVID-19/SHO%20Order%205-7-2020.pdf",https://covid19.ca.gov/img/Executive-Order-N-33-20.pdf,20200510,Added easing
527,6,CA,California,OtherBusinessClose,1,1,20200319,20200319,,,,First instance of full other business close accompanies NEBusinessClose,https://covid19.ca.gov/img/Executive-Order-N-33-20.pdf,20200519,
527,6,CA,California,RestaurantRestrict,1,1,20200319,20200319,,,,"Limited operations required (take-out, delivery) for restaurants and like establishments. No in-person services.",https://covid19.ca.gov/img/Executive-Order-N-33-20.pdf,20200519,
527,6,CA,California,StayAtHome,1,1,20200319,20200319,,,,Issued/enacted immediatedly. Note shelter-in-place and stay-at-home are being treated as equivalent at present,https://covid19.ca.gov/img/Executive-Order-N-33-20.pdf,20200324,
527,6,CA,California,SchoolClose,0,1,20200331,20200331,,,,"On 20200331, superintendent announces that students will not be able to return for the rest of the academic year - distance learning will continue. ",https://www.cde.ca.gov/nr/ne/yr20/yr20rel16.asp,20200503,
527,6,CA,California,PublicMask,0,1,20200401,20200401,,,,"Provides guidance around using face coverings - defaults to county policies, some of which are mandates (documentation of this may occur in the future) - but indicates that individuals should wear coverings if they feel comfortable doing so if counties do not have formal recommendations or mandates. Treating as a statewide recommendation",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Face-Coverings-Guidance.aspx,20200525,
528,8,CO,Colorado,EmergDec,1,1,20200311,20200311,20200621,,,State of Emergency declared. Extended until 20200621 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20076%20Extending%20Disaster%20Order%20D%202020%20003.pdf,https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20003%20Declaring%20a%20Disaster%20Emergency_1.pdf,20200526,Updated DateExpiry to 20200621
528,8,CO,Colorado,GathRecomAny,0,1,20200313,20200313,,,,"Event guidance from department of public health, source of policy is press conference",https://www.colorado.gov/governor/news/governor-polis-provides-update-states-response-covid-19,20200412,Updated policy notes
528,8,CO,Colorado,OtherBusinessClose,1,1,20200314,20200315,20200523,20200526,,"All downhill ski resorts are ordered to close for March 15-22, 2020, so through 20200323. Official expiry of this order is 30 days after 20200314, so 20200413. Extension to 20200523: https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20049%20Amending%20and%20Extending%20Ski%20Closures.pdf  Eased state-level restrictions on 20200526, permitting re-opening based on compliance with local health authorities https://drive.google.com/file/d/1ieLfhoFx6RU_7tkGElC2QA_88VSfFYHj/view",https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20004%20Ordering%20Closure%20of%20Downhill%20Ski%20Resorts_0.pdf,20200601,Updated DateEased to 20200526
528,8,CO,Colorado,OtherBusinessClose,1,1,20200316,20200317,20200601,,,"Closure required: gymnasiums, movie and performance theaters, opera houses, concert halls and music halls, and casinos. Effective 8 am on 20200317 through 20200430 (so expiry coded to 20200501). 20200426 EO extended restrictions to 20200527 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf",https://www.colorado.gov/pacific/sites/default/files/atoms/files/Bars%20Restaurants%20PH%20order.pdf,20200526,Updated DateExpiry to 20200601
528,8,CO,Colorado,RestaurantRestrict,1,1,20200316,20200317,20200701,20200525,,"Limited operations required: restaurants and bars (can have delivery/take-out, off-premise eating only). Effective 8 am on 20200317 through 20200430 (so expiry coded to 20200501). 20200426 EO extended restrictions to 20200527 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf Extended to 20200701 https://drive.google.com/file/d/12bRFEqXa7GvzNEPIK1lQVsnz4LeRgleA/view",https://www.colorado.gov/pacific/sites/default/files/atoms/files/Bars%20Restaurants%20PH%20order.pdf,20200608,Updated DateExpiry to 20200701
528,8,CO,Colorado,GathRestrict10,1,1,20200318,20200319,20200701,,,"In effect at 1201 am on 20200319. (quote) all mass gatherings shall be limited to no more than ten (10) people. Remains in effect for 30 days, so to 20200418. Extended to 20200427 https://drive.google.com/file/d/1Xk3SFUeVh2MazofYnWDEBhncXPS1IOez/view  20200426 EO extended to 20200527 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf  Extended to 20200701 on 20200601 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20091%20Safer%20at%20Home%20and%20in%20the%20Vast%2C%20Great%20Outdoors.pdf",https://drive.google.com/file/d/1AaKvB7q0LHUfU59bI_q08Lz4rCthailr/view,20200601,Updated DateExpiry to 20200701
528,8,CO,Colorado,GathRestrictAny,1,1,20200318,20200319,20200701,,,"In effect at 1201 am on 20200319. (quote) all mass gatherings shall be limited to no more than ten (10) people. Remains in effect for 30 days, so to 20200418. Extended to 20200427 https://drive.google.com/file/d/1Xk3SFUeVh2MazofYnWDEBhncXPS1IOez/view  20200426 EO extended to 20200527 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20044%20Safer%20at%20Home.pdf  Extended to 20200701 on 20200601 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20091%20Safer%20at%20Home%20and%20in%20the%20Vast%2C%20Great%20Outdoors.pdf",https://drive.google.com/file/d/1AaKvB7q0LHUfU59bI_q08Lz4rCthailr/view,20200601,Updated DateExpiry to 20200701
528,8,CO,Colorado,SchoolClose,1,1,20200318,20200323,,,,"in effect 20200323. Previous expiry is 20200417. On 20200401, order to extend closure to 20200430 of P-12 schools: https://drive.google.com/file/d/1NoUmIcFCk6RdVIJyizc2ZYpEMXKYQ96J/view  Closure extended to end of academic year on 20200422 https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20041%20P-12%20Closure%20Extension%20End%20of%20Year.pdf",https://drive.google.com/file/d/1Vz5wNvSyEfH7ylr-ZdUqeEJ_vYVw3wdk/view,20200425,Removed DateExpiry since it is now through the end of the school year. Updated DateExpiry to 20200430 per 20200401 executive order (on 20200424)
528,8,CO,Colorado,OtherBusinessClose,1,1,20200319,20200319,20200701,20200501,,"Closure required: non-essential personal services facilities, off-track betting facilities, source of policy is public health order. 20200426 EO extends closure for now https://drive.google.com/file/d/1l13eSver8iS1fE149gmKHCLoHPgutNvO/view Effective 20200604 these activities may reopen subject to specific guidance and restrictions: playgrounds, outdoor sports facilities, outdoor swimming pools, recreation centers, indoor pools,gyms https://drive.google.com/file/d/12bRFEqXa7GvzNEPIK1lQVsnz4LeRgleA/view",https://assets.documentcloud.org/documents/6815440/Updated-Bars-Restaurants-PH-Order-31920.pdf,20200608,Updated DateExpiry to 20200701
