"country","age","pop"
"Netherlands",25,213760
"Netherlands",26,215958
"Netherlands",27,216886
"Netherlands",28,216874
"Netherlands",29,216912
"Netherlands",30,216992
"Netherlands",31,216138
"Netherlands",32,214026
"Netherlands",33,211133
"Netherlands",34,208451
"Netherlands",35,206002
"Netherlands",36,203642
"Netherlands",37,201468
"Netherlands",38,199725
"Netherlands",39,198281
"Netherlands",40,196834
"Netherlands",41,197839
"Netherlands",42,202403
"Netherlands",43,209330
"Netherlands",44,216105
"Netherlands",45,222968
"Netherlands",46,229827
"Netherlands",47,236295
"Netherlands",48,242264
"Netherlands",49,248094
"Netherlands",50,253804
"Netherlands",51,257643
"Netherlands",52,258799
"Netherlands",53,257942
"Netherlands",54,256724
"Netherlands",55,255020
"Netherlands",56,252141
"Netherlands",57,247975
"Netherlands",58,242882
"Netherlands",59,237440
"Netherlands",60,231658
"Netherlands",61,225954
"Netherlands",62,220635
"Netherlands",63,215670
"Netherlands",64,210184
"Netherlands",65,203709
"Netherlands",66,199614
"Netherlands",67,199282
"Netherlands",68,200900
"Netherlands",69,201876
"Netherlands",70,203457
"Netherlands",71,200037
"Netherlands",72,188800
"Netherlands",73,172633
"Netherlands",74,157098
"Netherlands",75,140908
"Netherlands",76,127294
"Netherlands",77,118367
"Netherlands",78,112474
"Netherlands",79,105836
"Netherlands",80,99187
"Netherlands",81,92479
"Netherlands",82,85304
"Netherlands",83,77907
"Netherlands",84,71032
"Netherlands",85,64636
"Netherlands",86,58056
"Netherlands",87,51068
"Netherlands",88,43969
"Netherlands",89,36615
"Netherlands",90,30557
"Netherlands",91,26238
"Netherlands",92,21323
"Netherlands",93,15790
"Netherlands",94,11986
"Netherlands",95,10286
"Netherlands",96,8524
"Netherlands",97,6304
"Netherlands",98,3627
"Netherlands",99,2004
"Netherlands",100,2778
"Norway",0,58713
"Norway",1,59692
"Norway",2,60536
"Norway",3,61253
"Norway",4,61003
"Norway",5,61848
"Norway",6,62550
"Norway",7,63121
"Norway",8,63568
"Norway",9,63959
"Norway",10,64362
"Norway",11,64496
"Norway",12,64258
"Norway",13,63830
"Norway",14,63432
"Norway",15,62946
"Norway",16,63034
"Norway",17,64025
"Norway",18,65592
"Norway",19,67073
"Norway",20,68587
"Norway",21,69931
"Norway",22,70932
"Norway",23,71689
"Norway",24,72466
"Norway",25,73205
"Norway",26,73820
"Norway",27,74294
"Norway",28,74629
"Norway",29,74875
"Norway",30,75059
"Norway",31,74989
"Norway",32,74590
"Norway",33,73963
"Norway",34,73358
"Norway",35,72812
"Norway",36,72115
"Norway",37,71216
"Norway",38,70269
"Norway",39,69354
"Norway",40,68313
"Norway",41,68129
"Norway",42,69251
"Norway",43,71182
"Norway",44,72948
"Norway",45,74722
"Norway",46,76070
"Norway",47,76675
"Norway",48,76716
"Norway",49,76794
"Norway",50,76905
"Norway",51,76347
"Norway",52,74871
"Norway",53,72805
"Norway",54,70681
"Norway",55,68334
"Norway",56,66478
"Norway",57,65497
"Norway",58,65055
"Norway",59,64484
"Norway",60,63996
"Norway",61,63117
"Norway",62,61571
"Norway",63,59650
"Norway",64,57751
"Norway",65,55588
"Norway",66,54305
"Norway",67,54445
"Norway",68,55358
"Norway",69,56010
"Norway",70,56801
"Norway",71,56122
"Norway",72,53133
"Norway",73,48661
"Norway",74,44387
"Norway",75,39983
"Norway",76,36052
"Norway",77,33068
"Norway",78,30725
"Norway",79,28212
"Norway",80,25651
"Norway",81,23397
"Norway",82,21531
"Norway",83,19945
"Norway",84,18456
"Norway",85,17114
"Norway",86,15707
"Norway",87,14113
"Norway",88,12433
"Norway",89,10768
"Norway",90,9470
"Norway",91,8364
"Norway",92,7001
"Norway",93,5388
"Norway",94,4272
"Norway",95,3797
"Norway",96,3208
"Norway",97,2410
"Norway",98,1405
"Norway",99,770
"Norway",100,1023
"Portugal",0,78752
"Portugal",1,79780
"Portugal",2,81057
"Portugal",3,82548
"Portugal",4,84144
"Portugal",5,86026
"Portugal",6,88001
"Portugal",7,90035
"Portugal",8,92094
"Portugal",9,94167
"Portugal",10,96245
"Portugal",11,98174
"Portugal",12,99880
"Portugal",13,101393
"Portugal",14,102831
"Portugal",15,104169
"Portugal",16,105325
"Portugal",17,106270
"Portugal",18,107021
"Portugal",19,107714
"Portugal",20,108423
"Portugal",21,108701
"Portugal",22,108369
"Portugal",23,107689
"Portugal",24,107155
"Portugal",25,106733
"Portugal",26,106587
"Portugal",27,106869
"Portugal",28,107568
"Portugal",29,108439
"Portugal",30,109440
"Portugal",31,111308
"Portugal",32,114360
"Portugal",33,118257
"Portugal",34,122211
"Portugal",35,126221
"Portugal",36,130621
"Portugal",37,135453
"Portugal",38,140467
"Portugal",39,145302
"Portugal",40,149944
"Portugal",41,154013
"Portugal",42,157255
"Portugal",43,159714
"Portugal",44,161974
"Portugal",45,164248
"Portugal",46,164648
"Portugal",47,162397
"Portugal",48,158475
"Portugal",49,154444
"Portugal",50,149761
"Portugal",51,146704
"Portugal",52,146494
"Portugal",53,147995
"Portugal",54,148971
"Portugal",55,150012
"Portugal",56,149835
"Portugal",57,147626
"Portugal",58,144126
"Portugal",59,140864
"Portugal",60,137504
"Portugal",61,134574
"Portugal",62,132482
"Portugal",63,130912
"Portugal",64,129049
"Portugal",65,126943
"Portugal",66,125046
"Portugal",67,123463
"Portugal",68,121969
"Portugal",69,120359
"Portugal",70,118827
"Portugal",71,116243
"Portugal",72,112073
"Portugal",73,106885
"Portugal",74,101708
"Portugal",75,96242
"Portugal",76,91417
"Portugal",77,87772
"Portugal",78,84818
"Portugal",79,81545
"Portugal",80,78168
"Portugal",81,74378
"Portugal",82,69923
"Portugal",83,64989
"Portugal",84,60157
"Portugal",85,55482
"Portugal",86,50220
"Portugal",87,44113
"Portugal",88,37574
"Portugal",89,30530
"Portugal",90,24512
"Portugal",91,20679
"Portugal",92,16492
"Portugal",93,11893
"Portugal",94,8736
"Portugal",95,7273
"Portugal",96,5936
"Portugal",97,4331
"Portugal",98,2459
"Portugal",99,1353
"Portugal",100,1850
"Spain",0,389071
"Spain",1,395760
"Spain",2,404555
"Spain",3,414953
"Spain",4,411842
"Spain",5,432086
"Spain",6,450617
"Spain",7,467032
"Spain",8,480928
"Spain",9,493573
"Spain",10,506233
"Spain",11,510163
"Spain",12,501625
"Spain",13,485224
"Spain",14,469003
"Spain",15,450996
"Spain",16,438622
"Spain",17,436275
"Spain",18,440530
"Spain",19,443668
"Spain",20,447359
"Spain",21,450865
"Spain",22,453090
"Spain",23,454935
"Spain",24,458810
"Spain",25,464718
"Spain",26,470848
"Spain",27,476697
"Spain",28,483276
"Spain",29,491535
"Spain",30,500604
"Spain",31,515444
"Spain",32,538403
"Spain",33,566972
"Spain",34,594959
"Spain",35,622001
"Spain",36,652353
"Spain",37,686993
"Spain",38,723042
"Spain",39,757510
"Spain",40,792033
"Spain",41,815052
"Spain",42,820836
"Spain",43,814644
"Spain",44,807993
"Spain",45,799212
"Spain",46,788640
"Spain",47,777807
"Spain",48,766575
"Spain",49,752713
"Spain",50,736006
"Spain",51,722714
"Spain",52,715523
"Spain",53,711721
"Spain",54,706221
"Spain",55,700412
"Spain",56,690511
"Spain",57,674241
"Spain",58,653635
"Spain",59,633659
"Spain",60,614107
"Spain",61,592701
"Spain",62,569064
"Spain",63,544537
"Spain",64,519985
"Spain",65,494201
"Spain",66,475071
"Spain",67,466281
"Spain",68,463940
"Spain",69,460575
"Spain",70,457809
"Spain",71,451462
"Spain",72,438746
"Spain",73,421694
"Spain",74,405814
"Spain",75,390815
"Spain",76,372987
"Spain",77,351294
"Spain",78,327555
"Spain",79,303574
"Spain",80,277747
"Spain",81,258748
"Spain",82,250683
"Spain",83,249083
"Spain",84,246213
"Spain",85,244626
"Spain",86,235612
"Spain",87,214376
"Spain",88,185512
"Spain",89,155765
"Spain",90,131040
"Spain",91,113392
"Spain",92,91852
"Spain",93,66359
"Spain",94,48324
"Spain",95,40084
"Spain",96,32862
"Spain",97,24229
"Spain",98,14184
"Spain",99,8251
"Spain",100,12310
"Sweden",0,120927
"Sweden",1,120269
"Sweden",2,119784
"Sweden",3,119430
"Sweden",4,117259
"Sweden",5,118054
"Sweden",6,118621
"Sweden",7,118945
"Sweden",8,119007
"Sweden",9,118949
"Sweden",10,118914
"Sweden",11,118079
"Sweden",12,116104
"Sweden",13,113454
"Sweden",14,111164
"Sweden",15,109301
"Sweden",16,107418
"Sweden",17,105482
"Sweden",18,103895
"Sweden",19,102421
"Sweden",20,100301
"Sweden",21,102177
"Sweden",22,110081
"Sweden",23,121542
"Sweden",24,132382
"Sweden",25,143827
"Sweden",26,151130
"Sweden",27,151629
"Sweden",28,147639
"Sweden",29,144253
"Sweden",30,140593
"Sweden",31,137027
"Sweden",32,134299
"Sweden",33,132107
"Sweden",34,129438
"Sweden",35,126524
"Sweden",36,124140
"Sweden",37,122582
"Sweden",38,121695
"Sweden",39,120897
"Sweden",40,120140
"Sweden",41,120355
"Sweden",42,121891
"Sweden",43,124289
"Sweden",44,126630
"Sweden",45,128974
"Sweden",46,131188
"Sweden",47,133078
"Sweden",48,134599
"Sweden",49,136066
"Sweden",50,137606
"Sweden",51,137767
"Sweden",52,135916
"Sweden",53,132738
"Sweden",54,129548
"Sweden",55,126080
"Sweden",56,123037
"Sweden",57,120900
"Sweden",58,119345
"Sweden",59,117671
"Sweden",60,116153
"Sweden",61,114375
"Sweden",62,112109
"Sweden",63,109691
"Sweden",64,107290
"Sweden",65,104391
"Sweden",66,103560
"Sweden",67,105937
"Sweden",68,110090
"Sweden",69,113682
"Sweden",70,117459
"Sweden",71,118351
"Sweden",72,114682
"Sweden",73,107959
"Sweden",74,101489
"Sweden",75,94768
"Sweden",76,87914
"Sweden",77,81371
"Sweden",78,75058
"Sweden",79,68398
"Sweden",80,61443
"Sweden",81,55329
"Sweden",82,50545
"Sweden",83,46677
"Sweden",84,42826
"Sweden",85,39176
"Sweden",86,35583
"Sweden",87,31887
"Sweden",88,28198
"Sweden",89,24564
"Sweden",90,21849
"Sweden",91,19316
"Sweden",92,16072
"Sweden",93,12155
"Sweden",94,9402
"Sweden",95,8223
"Sweden",96,6897
"Sweden",97,5155
"Sweden",98,2995
"Sweden",99,1628
"Sweden",100,2186
"Switzerland",0,90044
"Switzerland",1,90346
"Switzerland",2,90220
"Switzerland",3,89737
"Switzerland",4,88579
"Switzerland",5,87611
"Switzerland",6,86520
"Switzerland",7,85374
"Switzerland",8,84239
"Switzerland",9,83129
"Switzerland",10,82061
"Switzerland",11,81350
"Switzerland",12,81164
"Switzerland",13,81418
"Switzerland",14,81817
"Switzerland",15,82371
"Switzerland",16,83431
"Switzerland",17,85130
"Switzerland",18,87310
"Switzerland",19,89611
"Switzerland",20,92018
"Switzerland",21,94696
"Switzerland",22,97660
"Switzerland",23,100780
"Switzerland",24,103923
"Switzerland",25,107132
"Switzerland",26,109935
"Switzerland",27,112083
"Switzerland",28,113767
"Switzerland",29,115327
"Switzerland",30,116584
"Switzerland",31,118003
"Switzerland",32,119811
"Switzerland",33,121702
"Switzerland",34,123384
"Switzerland",35,125205
"Switzerland",36,125514
"Switzerland",37,123550
"Switzerland",38,120224
"Switzerland",39,117171
"Switzerland",40,114027
"Switzerland",41,112061
"Switzerland",42,112060
"Switzerland",43,113448
"Switzerland",44,114593
"Switzerland",45,115491
"Switzerland",46,117595
"Switzerland",47,121356
"Switzerland",48,126019
"Switzerland",49,130436
"Switzerland",50,134913
"Switzerland",51,137746
"Switzerland",52,137993
"Switzerland",53,136386
"Switzerland",54,134739
"Switzerland",55,132860
"Switzerland",56,130074
"Switzerland",57,126278
"Switzerland",58,121777
"Switzerland",59,117076
"Switzerland",60,112191
"Switzerland",61,107409
"Switzerland",62,102962
"Switzerland",63,98860
"Switzerland",64,94643
"Switzerland",65,90121
"Switzerland",66,87097
"Switzerland",67,86332
"Switzerland",68,86931
"Switzerland",69,87328
"Switzerland",70,87957
"Switzerland",71,87254
"Switzerland",72,84323
"Switzerland",73,79924
"Switzerland",74,75764
"Switzerland",75,71556
"Switzerland",76,67328
"Switzerland",77,63278
"Switzerland",78,59350
"Switzerland",79,55262
"Switzerland",80,51042
"Switzerland",81,47137
"Switzerland",82,43735
"Switzerland",83,40671
"Switzerland",84,37621
"Switzerland",85,34678
"Switzerland",86,31646
"Switzerland",87,28400
"Switzerland",88,25066
"Switzerland",89,21638
"Switzerland",90,19042
"Switzerland",91,16725
"Switzerland",92,13693
"Switzerland",93,9983
"Switzerland",94,7352
"Switzerland",95,6227
"Switzerland",96,5144
"Switzerland",97,3795
"Switzerland",98,2179
"Switzerland",99,1198
"Switzerland",100,1660
"United_Kingdom",0,744390
"United_Kingdom",1,775356
"United_Kingdom",2,798734
"United_Kingdom",3,815248
"United_Kingdom",4,817318
"United_Kingdom",5,824780
"United_Kingdom",6,827538
"United_Kingdom",7,826202
"United_Kingdom",8,821379
"United_Kingdom",9,814338
"United_Kingdom",10,806346
"United_Kingdom",11,794718
"United_Kingdom",12,778741
"United_Kingdom",13,761004
"United_Kingdom",14,743817
